objectid,filename,title,format,youtubeid,vimeoid,lattitude,longitude ,date,subject,location,creator,description,source,identifier,type
2.07.53,,Double Rolled 18 DD (2 copies),,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,Warm vanilla,https://wissmachglass.com/,Glass,Glass units
2.07.54,,Double Rolled 34,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Medium amber,https://wissmachglass.com/,Glass,Glass units
2.07.55,,Double Rolled 47,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,Powder blue,https://wissmachglass.com/,Glass,Glass units
2.07.56,,Double Rolled 49,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Powder blue,https://wissmachglass.com/,Glass,Glass units
2.07.57,,Double Rolled 62-X,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,Bermuda,https://wissmachglass.com/,Glass,Glass units
2.07.58,,Double Rolled 65,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Light blue grey,https://wissmachglass.com/,Glass,Glass units
2.07.59,,Double Rolled 118,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Light peach bronze,https://wissmachglass.com/,Glass,Glass units
2.07.60,,Double Rolled 156 S,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Medium copper blue,https://wissmachglass.com/,Glass,Glass units
2.07.61,,Double Rolled 158,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,Hydrangea,https://wissmachglass.com/,Glass,Glass units
2.07.62,,Double Rolled 189,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Medium cobalt blue,https://wissmachglass.com/,Glass,Glass units
2.07.63,,Double Rolled 219,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Dark copper blue,https://wissmachglass.com/,Glass,Glass units
2.07.64,,Double Rolled 221,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Light blue grey,https://wissmachglass.com/,Glass,Glass units
2.07.65,,Double Rolled 235,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Dark purple,https://wissmachglass.com/,Glass,Glass units
2.07.66,,Double Rolled 241,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Medium blue/light purple cast,https://wissmachglass.com/,Glass,Glass units
2.07.67,,Double Rolled 243 (2 copies),,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,Dessert sand,https://wissmachglass.com/,Glass,Glass units
2.07.68,,Double Rolled 276 (2 copies),,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Medium sky blue,https://wissmachglass.com/,Glass,Glass units
2.07.69,,Double Rolled 300,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,Violet,https://wissmachglass.com/,Glass,Glass units
2.07.70,,Double Rolled 311 V,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Medium green,https://wissmachglass.com/,Glass,Glass units
2.07.71,,Double Rolled XX 316,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,Sapphire,https://wissmachglass.com/,Glass,Glass units
2.07.72,,Double Rolled 329,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,Emerald,https://wissmachglass.com/,Glass,Glass units
2.07.73,,Double Rolled 334,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Medium blue  ,https://wissmachglass.com/,Glass,Glass units
2.07.74,,Double Rolled 341,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Dark copper blue,https://wissmachglass.com/,Glass,Glass units
2.07.75,,Double Rolled 370,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Light grey,https://wissmachglass.com/,Glass,Glass units
2.07.76,,Double Rolled 555,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Champange pink,https://wissmachglass.com/,Glass,Glass units
2.07.77,,Double Rolled 568,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Medium yellow green,https://wissmachglass.com/,Glass,Glass units
2.07.78,,Double Rolled 1146,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.79,,Cube 01,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.80,,Dew Drop 01,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.81,,Flemish 01,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.82,,Florentine 01,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.83,,Figure C 01,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.84,,Granite 01,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.85,,Hammered 106,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.86,,Moss 01,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.87,,Moss 169,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.88,,Ripple 01,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,Yellow/green,https://wissmachglass.com/,Glass,Glass units
2.07.89,,Seedy 195,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Silver yellow with opal and/or crystal base,https://wissmachglass.com/,Glass,Glass units
2.07.90,,Opalescent 1-D,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Bright yellow, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.91,,Opalescent 2 D,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Iridescent bright yellow, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.92,,Opalescent 2-D IRID,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Gold pink/green/opal/crystal,https://wissmachglass.com/,Glass,Glass units
2.07.93,,Opalescent 4 L,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Gold pink/opal or crystal base,https://wissmachglass.com/,Glass,Glass units
2.07.94,,Opalescent 7 D,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Gold pink and cobalt blue,https://wissmachglass.com/,Glass,Glass units
2.07.95,,Opalescent 8 L,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Opal swirled with copper red and/or crystal,https://wissmachglass.com/,Glass,Glass units
2.07.96,,Opalescent 13 L,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Gold pink/silver/opal or crystal,https://wissmachglass.com/,Glass,Glass units
2.07.97,,Opalescent 14 D (2 copies),,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Fiery red orange, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.98,,Opalescent 25-DG (4 copies),,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Sunrise orange, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.99,,Opalescent 27 D (2 copies),,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Thunderbrid, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.100,,Opalescent 29 D,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Gold pink/silver/light blue and opal or crystal base,https://wissmachglass.com/,Glass,Glass units
2.07.101,,Opalescent 35 D ,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Opal swirled with salmon color,https://wissmachglass.com/,Glass,Glass units
2.07.102,,Opalescent 36 D,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Dense white, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.103,,Opalescent 51 DD (4 copies),,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Opal swirled with crystal,https://wissmachglass.com/,Glass,Glass units
2.07.104,,Opalescent 51-DD-XXM IRID (2 copies),,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Iceberg, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.105,,Opalescent 51 DD XXM,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Green thumb, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.106,,Opalescent 55 D,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Spring rain, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.107,,Opalescent 57 D,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Buttered popcorn, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.108,,Opalescent 58 D (3 copies),,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Medium brown/blue/opal base,https://wissmachglass.com/,Glass,Glass units
2.07.109,,Opalescent 65 D,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Dark brown/green/light blue/opal and/or crystal,https://wissmachglass.com/,Glass,Glass units
2.07.110,,Opalescent 71 L,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Green peas, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.111,,Opalescent 78 L,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Medium purple/sky blue/opal and/or crystal base,https://wissmachglass.com/,Glass,Glass units
2.07.112,,Opalescent 85 D,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.113,,Opalescent 85 DG,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Cornflower, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.114,,Opalescent 87 D (2 copies),,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Iridescent cornflower, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.115,,Opalescent 87 D IRID,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Dense opal with streaks of light purple,https://wissmachglass.com/,Glass,Glass units
2.07.116,,Opalescent 91 D,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,Rosy Brown,https://wissmachglass.com/,Glass,Glass units
2.07.117,,Opalescent 94 D (2 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.118,,Opalescent 100 SP,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Fern, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.119,,Opalescent 101 D,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.120,,Opalescent 101 L SP,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Royal blue, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.121,,Opalescent 118 D,,,,,,2021,Architecture; Product Design,,Paul Wissmach Glass Company,Medium purple/opal and/or crystal,https://wissmachglass.com/,Glass,Glass units
2.07.122,,Opalescent 140 D (2 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.123,,Opalescent 142 D,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.124,,Opalescent 145 SP,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.125,,Opalescent 152 L,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.126,,Opalescent 155 L,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.127,,Opalescent 163 D (2 copies),,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Celestial, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.128,,Opalescent 178 L,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Pastel blue, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.129,,Opalescent 188 L (2 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.130,,Opalescent 188 L IRID,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.131,,Opalescent 191 D,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,Deep sea,https://wissmachglass.com/,Glass,Glass units
2.07.132,,Opalescent 197 D,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,Bone,https://wissmachglass.com/,Glass,Glass units
2.07.133,,Opalescent 200,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.134,,Opalescent 201,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.135,,Opalescent 202,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.136,,Opalescent 203,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.137,,Opalescent 204,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.138,,Opalescent 206,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.139,,Opalescent 207,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.140,,Opalescent 208,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.141,,Opalescent 209,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.142,,Opalescent 215,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.143,,Opalescent 215 IRID,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.144,,Opalescent 217-D,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.145,,Opalescent 238 NL SP,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Sea foam, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.146,,"Opalescent 250 D (2 copies, 1 miss label)",,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.147,,Opalescent 264 L,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.148,,Opalescent 266 L (2 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.149,,Opalescent 272 L,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.150,,Opalescent 275 L (2 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.151,,Opalescent 281 L,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Eggshell, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.152,,Opalescent 325 D,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Twilight, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.153,,Opalescent 437 D,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.154,,Opalescent 441 D,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.155,,Opalescent 441 L,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Hurricane, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.156,,Opalescent 502 D,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.157,,Opalescent 557 L,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Moonstone, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.158,,Opalescent 562 D,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.159,,Opalescent 563 L,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.160,,Opalescent 569 D (3 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.161,,Opalescent 569 L (5 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.162,,Opalescent 613 D(2 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.163,,Seville X,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.164,,Seville 01,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.165,,Seville 0002,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.166,,Seville 18 L,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.167,,Seville 31,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.168,,Seville 78,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.169,,Seville 220,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.170,,Seville 246,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.171,,Seville 309,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.172,,Seville 338,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.173,,Seville 342,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.174,,Seville 343,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.175,,Seville 555,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.176,,Streaky 1 LL,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Sprout, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.177,,Streaky 2 LL,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.178,,Streaky 7 LL (2 copies),,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Chili pepper, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.179,,Streaky 11 LL (4 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.180,,Streaky 12 LL,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.181,,Streaky 14 LL,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Papaya, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.182,,Streaky 27 LL,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Summer corn, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.183,,Streaky 58 LL,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Sepia, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.184,,Streaky 59 LL,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,Carmine coral,https://wissmachglass.com/,Glass,Glass units
2.07.185,,Streaky 67 LL,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.186,,Streaky 85 LL,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Pacific, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.187,,Streaky 87 LL,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.188,,Streaky 97,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Evergreen, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.189,,Streaky 101 LL (2 copies),,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Cobalt haze, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.190,,Streaky 118 LL (7 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.191,,Streaky 163 LL,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.192,,Streaky 191 LL,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.193,,Streaky 197 NLLG (2 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.194,,Streaky 199 (2 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.195,,Streaky 238 NLLG,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.196,,Streaky 243,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.197,,Streaky 245 (2 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.198,,Streaky 264 NLL (2 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.199,,Streaky 441 LL,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.200,,Streaky 831,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,Dusky rose,https://wissmachglass.com/,Glass,Glass units
2.07.201,,Stream-X 50,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.202,,Stream-X 134,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.203,,Stream-X 190,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.204,,Stream-X 218,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.205,,Stream-X misc.,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.206,,Wisspy W0 4,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.207,,Wisspy W0 5,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.208,,Wisspy W0 7 IRID (2 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.209,,Wisspy W0 14,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Rusty orange, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.210,,Wisspy W0 27 (2 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.211,,Wisspy W0 35 (2 copies),,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Chardonnay, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.212,,Wisspy W0 55,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.213,,Wisspy W0 58 IRID (3 copies),,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Thatch, flemish",https://wissmachglass.com/,Glass,Glass units
2.07.214,,Wisspy W0 59 ,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Orchid flare, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.215,,Wisspy W0 67 (2 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.216,,Wisspy W0 67 IRID,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.217,,Wisspy W0 69,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Nebula, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.218,,Wisspy W0 85,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,Blizzard,https://wissmachglass.com/,Glass,Glass units
2.07.219,,Wisspy W0 87,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Highland, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.220,,Wisspy W0 101 (2 copies),,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"High tide, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.221,,Wisspy W0 118 (2 copies),,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Vivid blue, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.222,,Wisspy W0 119,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.223,,Wisspy W0 140 IRID,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.224,,Wisspy W0 152,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.225,,Wisspy W0 163,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.226,,Wisspy W0 188,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Apple, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.227,,Wisspy W0 191  ,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.228,,Wisspy W0 191 IRID,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Ocean, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.229,,Wisspy W0 197 (2 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.230,,Wisspy W0 245,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Lagoon, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.231,,Wisspy W0 250 (2 copies),,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.232,,Wisspy W0 251,,,,,,2023,Architecture; Product Design,,Paul Wissmach Glass Company,"Iguana, smooth",https://wissmachglass.com/,Glass,Glass units
2.07.233,,Wisspy W0 264,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
2.07.234,,Wisspy W0 330,,,,,,,Architecture; Product Design,,Paul Wissmach Glass Company,,https://wissmachglass.com/,Glass,Glass units
